id,product_code,product_weight_kg,fat_content,shelf_visibility,product_category,product_price,store_code,store_age_years,store_size,store_location_tier,store_format,total_sales
row_06641,PRD-OSI366,,Low Fat,0.0859,Fruits and Vegetables,112.5,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3345.35
row_06642,PRD-L6H2NL,8.949,Low Fat,0.0796,Household,46.88,STORE-HL7,23,Medium,Tier_3,Superstore,463.4
row_06643,PRD-THLXJ6,,Low Fat,0.2144,SNACK FOODS,46.27,STORE-T5G,47,Small,Tier_1,Corner Shop,183.54
row_06644,PRD-SNF69T,8.676,Low Fat,0.0136,Household,54.27,STORE-YLW,35,Small,Tier_1,Standard Supermarket,974.51
row_06649,PRD-T5HGP8,10.373,Regular,0.1172,Baking Goods,164.06,STORE-OYG,25,,Tier_2,Standard Supermarket,2773.61
row_06650,PRD-YP2KNW,12.191,Regular,0.0588,fruits and vegetables,164.87,STORE-OYG,25,,Tier_2,Standard Supermarket,3462.65
row_06652,PRD-4JXFPK,,Low Fat,0.2955,dairy,55.13,STORE-T5G,47,Small,Tier_1,Corner Shop,111.04
row_06653,PRD-VP8H4N,,Low Fat,0.1666,Canned,50.0,STORE-T5G,47,Small,Tier_1,Corner Shop,208.7
row_06654,PRD-H8LBRN,,Low Fat,0.0279,Household,257.67,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,5942.13
row_06655,PRD-P1PFDI,,Low Fat,0.1089,others,106.49,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1587.94
row_06656,PRD-7N4YTU,17.933,Low Fat,0.0786,snack foods,253.39,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3755.53
row_06657,PRD-UHG7EC,14.107,Regular,0.0247,frozen foods,162.21,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2893.16
row_06658,PRD-L3H73U,7.097,Low Fat,0.0,Snack Foods,118.56,STORE-DKU,30,,Tier_2,Standard Supermarket,1417.09
row_06659,PRD-NMIC1F,11.24,Regular,0.0,SNACK FOODS,101.46,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2209.3
row_06661,PRD-OZ9XFZ,16.393,Regular,0.0972,FROZEN FOODS,91.13,STORE-YLW,35,Small,Tier_1,Standard Supermarket,906.92
row_06662,PRD-6RX35U,13.984,Regular,0.0694,Frozen Foods,192.82,STORE-YLW,35,Small,Tier_1,Standard Supermarket,5629.58
row_06664,PRD-P2F8UZ,12.18,Low Fat,0.0519,Household,191.46,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3805.43
row_06665,PRD-XCFTUX,14.433,Low Fat,0.0182,canned,187.73,STORE-OYG,25,,Tier_2,Standard Supermarket,3915.0
row_06666,PRD-WEPXSK,15.215,Low Fat,0.0471,soft drinks,74.4,STORE-YLW,35,Small,Tier_1,Standard Supermarket,780.08
row_06667,PRD-Y54CLR,19.569,Regular,0.1226,Snack Foods,165.25,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1789.3
row_06670,PRD-JD2GVF,9.201,Low Fat,0.0274,Baking Goods,193.86,STORE-OYG,25,,Tier_2,Standard Supermarket,3617.64
row_06672,PRD-L8WU3R,19.696,Regular,0.0182,Snack Foods,114.28,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1363.79
row_06674,PRD-OI4J3X,,Regular,0.2912,Fruits and Vegetables,63.91,STORE-T5G,47,Small,Tier_1,Corner Shop,253.04
row_06676,PRD-DZVGPM,20.802,Low Fat,0.0215,SOFT DRINKS,147.41,STORE-DKU,30,,Tier_2,Standard Supermarket,2779.61
row_06678,PRD-2H3TZR,9.692,Low Fat,0.0,SOFT DRINKS,163.27,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3412.67
row_06679,PRD-1APTC7,19.839,Low Fat,0.0592,Health and Hygiene,115.47,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2575.99
row_06680,PRD-R9OUDO,5.722,Low Fat,0.0461,Soft Drinks,86.37,STORE-HL7,23,Medium,Tier_3,Superstore,1298.92
row_06681,PRD-TFIUHP,,Low Fat,0.072,Fruits and Vegetables,100.06,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2127.82
row_06685,PRD-0ZYCMV,17.985,Low Fat,0.0117,fruits and vegetables,158.91,STORE-DKU,30,,Tier_2,Standard Supermarket,2940.58
row_06687,PRD-GW4LDH,9.823,Low Fat,0.1566,Health and Hygiene,144.87,STORE-JOR,34,,Tier_3,Corner Shop,892.23
row_06688,PRD-UWE98S,7.648,Low Fat,0.0335,Frozen Foods,242.5,STORE-DKU,30,,Tier_2,Standard Supermarket,3940.48
row_06690,PRD-ZXY5TE,12.578,Low Fat,0.0442,Household,109.47,STORE-DKU,30,,Tier_2,Standard Supermarket,3606.01
row_06691,PRD-R0T4EX,13.042,Low Fat,0.1174,Starchy Foods,253.71,STORE-JOR,34,,Tier_3,Corner Shop,251.32
row_06692,PRD-SB61LG,20.323,Regular,0.0488,Fruits and Vegetables,189.71,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2862.92
row_06694,PRD-0L0JBS,,Regular,0.0093,Canned,102.12,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3120.97
row_06695,PRD-AQ6L6G,6.096,Low Fat,0.0817,soft drinks,111.86,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1759.64
row_06698,PRD-82BCVD,,Regular,0.0617,FRUITS AND VEGETABLES,127.48,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2772.47
row_06699,PRD-2QPR75,13.621,Low Fat,0.0981,DAIRY,54.39,STORE-OYG,25,,Tier_2,Standard Supermarket,649.29
row_06700,PRD-90O7Y2,15.796,Low Fat,0.1578,SOFT DRINKS,197.96,STORE-JOR,34,,Tier_3,Corner Shop,613.35
row_06702,PRD-EMDJNI,,Low Fat,0.0199,Household,45.48,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,749.04
row_06703,PRD-PKL0BL,5.788,Low Fat,0.0152,SOFT DRINKS,145.66,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1848.37
row_06704,PRD-GILBRO,6.748,Low Fat,0.0224,Meat,147.08,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2604.15
row_06705,PRD-L532UU,17.864,Low Fat,0.0313,DAIRY,249.62,STORE-DKU,30,,Tier_2,Standard Supermarket,1469.84
row_06706,PRD-MVV44C,11.402,Regular,0.0676,Meat,238.38,STORE-DKU,30,,Tier_2,Standard Supermarket,1385.19
row_06707,PRD-US5PUY,14.543,Low Fat,0.0696,FRUITS AND VEGETABLES,49.33,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,999.49
row_06708,PRD-X9G7HS,10.176,Low Fat,0.1278,Canned,111.79,STORE-HL7,23,Medium,Tier_3,Superstore,1277.86
row_06709,PRD-7EFVUZ,15.346,Low Fat,0.0466,HEALTH AND HYGIENE,137.57,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2192.3
row_06711,PRD-Y54CLR,,Regular,0.2344,Snack Foods,171.8,STORE-T5G,47,Small,Tier_1,Corner Shop,163.68
row_06712,PRD-AK1VRJ,5.939,Regular,0.0074,Soft Drinks,183.79,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3667.54
row_06713,PRD-LBIPQF,,Regular,0.0801,Fruits and Vegetables,121.88,STORE-T5G,47,Small,Tier_1,Corner Shop,356.51
row_06714,PRD-FHG8KS,,Low Fat,0.1996,Household,127.23,STORE-T5G,47,Small,Tier_1,Corner Shop,260.68
row_06715,PRD-OOBWF4,15.361,Low Fat,0.0241,frozen foods,36.02,STORE-JOR,34,,Tier_3,Corner Shop,37.87
row_06716,PRD-IUYATD,10.783,Low Fat,0.032,Household,115.98,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1025.56
row_06718,PRD-WWQC38,12.115,Low Fat,0.0723,Soft Drinks,109.26,STORE-OYG,25,,Tier_2,Standard Supermarket,2294.11
row_06721,PRD-25KFBO,19.479,Regular,0.0254,FRUITS AND VEGETABLES,146.78,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1535.5
row_06724,PRD-APC4XY,7.077,Regular,0.0385,Baking Goods,61.47,STORE-DKU,30,,Tier_2,Standard Supermarket,1493.93
row_06725,PRD-P8BYW4,12.747,Regular,0.0394,Meat,230.74,STORE-JOR,34,,Tier_3,Corner Shop,1571.47
row_06726,PRD-7TV5ZK,7.013,Regular,0.1407,Canned,109.86,STORE-DKU,30,,Tier_2,Standard Supermarket,1980.68
row_06727,PRD-UMMSR8,11.106,Low Fat,0.0295,Snack Foods,51.62,STORE-OYG,25,,Tier_2,Standard Supermarket,739.75
row_06728,PRD-0AB7R8,13.337,Regular,0.1622,Fruits and Vegetables,173.56,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4263.14
row_06729,PRD-T2DADY,,Low Fat,0.0214,Others,84.06,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2189.78
row_06730,PRD-VG0CH2,12.239,Regular,0.0601,frozen foods,102.01,STORE-OYG,25,,Tier_2,Standard Supermarket,2373.64
row_06731,PRD-X7AKU0,,Low Fat,0.0735,HEALTH AND HYGIENE,121.05,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3116.81
row_06732,PRD-IPH6H7,5.88,Low Fat,0.0425,FRUITS AND VEGETABLES,148.05,STORE-HL7,23,Medium,Tier_3,Superstore,2467.43
row_06733,PRD-0G6HSH,6.018,Regular,0.0816,baking goods,150.24,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2827.56
row_06734,PRD-KF9QCF,16.319,Low Fat,0.0755,health and hygiene,34.37,STORE-YLW,35,Small,Tier_1,Standard Supermarket,327.78
row_06736,PRD-1RXIV4,17.654,Low Fat,0.0302,snack foods,167.49,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2573.35
row_06737,PRD-A0G7G2,,Low Fat,0.0375,FRUITS AND VEGETABLES,266.8,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,9207.14
row_06738,PRD-98BNVW,,Regular,0.1172,Fruits and Vegetables,193.44,STORE-T5G,47,Small,Tier_1,Corner Shop,578.43
row_06739,PRD-SBZRAD,6.492,Low Fat,0.0341,SNACK FOODS,144.82,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3089.43
row_06740,PRD-P8BYW4,13.051,Regular,0.0245,meat,222.47,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1738.47
row_06741,PRD-LJKPHC,,Regular,0.1719,fruits and vegetables,85.95,STORE-T5G,47,Small,Tier_1,Corner Shop,496.49
row_06742,PRD-QE536X,7.19,Low Fat,0.092,Fruits and Vegetables,91.42,STORE-HL7,23,Medium,Tier_3,Superstore,1663.12
row_06743,PRD-Y20K05,10.749,Low Fat,0.0087,MEAT,119.42,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2152.32
row_06744,PRD-7MFP05,,Low Fat,0.0,SOFT DRINKS,40.13,STORE-T5G,47,Small,Tier_1,Corner Shop,38.68
row_06745,PRD-PX2TN7,,Low Fat,0.1155,Baking Goods,34.35,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1029.63
row_06747,PRD-57923T,,Regular,0.1912,DAIRY,219.95,STORE-T5G,47,Small,Tier_1,Corner Shop,427.09
row_06749,PRD-QL2E5M,,Low Fat,0.0622,Dairy,172.26,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3146.36
row_06751,PRD-1ZXOI6,12.15,Regular,0.0607,Soft Drinks,56.28,STORE-9RG,28,Small,Tier_2,Standard Supermarket,835.59
row_06752,PRD-AY4H8W,9.105,Regular,0.082,Breads,174.29,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2129.78
row_06753,PRD-GGO8YM,16.851,Regular,0.0644,Breakfast,185.15,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4283.65
row_06754,PRD-IMZXFQ,7.026,Low Fat,0.0386,FROZEN FOODS,261.88,STORE-JOR,34,,Tier_3,Corner Shop,1004.3
row_06755,PRD-PXZYDW,15.508,Low Fat,0.0535,household,139.71,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1359.7
row_06756,PRD-0YF9P7,,Low Fat,0.1854,Fruits and Vegetables,56.9,STORE-T5G,47,Small,Tier_1,Corner Shop,156.62
row_06757,PRD-1Z0SHZ,6.831,Low Fat,0.0177,Fruits and Vegetables,214.53,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3072.28
row_06758,PRD-LFQG18,,Regular,0.0564,Meat,97.49,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2180.71
row_06759,PRD-WA5IMY,,Regular,0.0812,Frozen Foods,81.29,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1384.4
row_06760,PRD-RMBF82,9.529,Regular,0.057,Fruits and Vegetables,168.43,STORE-JOR,34,,Tier_3,Corner Shop,174.47
row_06761,PRD-1Z14YA,12.904,Low Fat,0.1192,MEAT,104.25,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2760.09
row_06762,PRD-E7QYO7,9.917,Regular,0.0782,Fruits and Vegetables,119.98,STORE-JOR,34,,Tier_3,Corner Shop,364.52
row_06763,PRD-5Z8FE8,19.283,Low Fat,0.01,household,208.74,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1702.96
row_06764,PRD-X272HP,,Low Fat,0.0678,SOFT DRINKS,112.3,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2803.74
row_06765,PRD-T0G7RI,14.085,Regular,0.0436,snack foods,54.05,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1128.89
row_06766,PRD-8LMN4R,,Low Fat,0.0505,Soft Drinks,43.61,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1265.91
row_06767,PRD-1GP1Z7,10.529,Regular,0.0916,Snack Foods,208.92,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4863.59
row_06768,PRD-IMZXFQ,6.742,Low Fat,0.0236,Frozen Foods,268.58,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4111.23
row_06769,PRD-OEM1VZ,20.288,Regular,0.0773,Dairy,196.57,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4672.08
row_06770,PRD-88AENN,11.235,Regular,0.0523,Fruits and Vegetables,162.67,STORE-OYG,25,,Tier_2,Standard Supermarket,2753.81
row_06771,PRD-DZ26FO,11.62,Low Fat,0.0185,Canned,180.75,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1236.18
row_06773,PRD-YUG5GN,,Low Fat,0.0,fruits and vegetables,46.44,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1573.3
row_06774,PRD-VI7F16,9.642,Regular,0.072,Snack Foods,122.11,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1583.71
row_06775,PRD-202SK1,19.488,Low Fat,0.0789,canned,172.27,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2124.61
row_06777,PRD-3A1DU1,5.887,Low Fat,0.0818,Household,168.59,STORE-HL7,23,Medium,Tier_3,Superstore,1999.48
row_06778,PRD-I67HN3,,Low Fat,0.0105,HOUSEHOLD,232.78,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,12996.82
row_06779,PRD-8MX1EV,18.456,Low Fat,0.0146,Soft Drinks,49.27,STORE-AGY,45,Large,Tier_3,Standard Supermarket,619.27
row_06780,PRD-5N8I4P,12.142,Low Fat,0.1379,dairy,98.4,STORE-DKU,30,,Tier_2,Standard Supermarket,1759.25
row_06781,PRD-EU4L5G,15.353,Regular,0.0991,Fruits and Vegetables,204.8,STORE-HL7,23,Medium,Tier_3,Superstore,4938.43
row_06783,PRD-ZEGYU5,10.274,Regular,0.0464,Snack Foods,38.59,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,624.52
row_06784,PRD-UIB5SQ,10.251,Low Fat,0.0272,Meat,75.87,STORE-OYG,25,,Tier_2,Standard Supermarket,1452.17
row_06787,PRD-0B58ST,17.14,Regular,0.0078,canned,104.33,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1567.42
row_06788,PRD-O5ZFW1,5.64,Low Fat,0.0731,Health and Hygiene,168.1,STORE-JOR,34,,Tier_3,Corner Shop,163.67
row_06789,PRD-IWHL8Z,7.452,Low Fat,0.028,CANNED,152.39,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2871.75
row_06790,PRD-3KSWI6,20.581,Regular,0.012,CANNED,185.91,STORE-YLW,35,Small,Tier_1,Standard Supermarket,4868.55
row_06791,PRD-567H48,17.579,Regular,0.0406,Frozen Foods,92.58,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1406.09
row_06792,PRD-UDA2RN,,Regular,0.0962,Breakfast,104.33,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3683.22
row_06793,PRD-8A170X,18.34,Low Fat,0.0397,frozen foods,246.59,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,7477.67
row_06794,PRD-KSF4HT,11.815,Low Fat,0.0352,SEAFOOD,110.48,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2597.1
row_06795,PRD-8INI8M,6.638,Regular,0.1223,Snack Foods,89.37,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1520.35
row_06796,PRD-FZ61II,10.412,Regular,0.0,Frozen Foods,138.71,STORE-HL7,23,Medium,Tier_3,Superstore,4659.17
row_06797,PRD-OKCXPA,10.319,Low Fat,0.031,canned,53.03,STORE-OYG,25,,Tier_2,Standard Supermarket,774.85
row_06798,PRD-KF9QCF,16.664,Low Fat,0.0721,health and hygiene,34.57,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1020.83
row_06799,PRD-EGKRHJ,,Regular,0.0059,Snack Foods,98.65,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1999.1
row_06800,PRD-E8DE4C,15.954,Regular,0.0,Snack Foods,148.4,STORE-HL7,23,Medium,Tier_3,Superstore,1281.74
row_06801,PRD-PX2TN7,12.353,Low Fat,0.1065,Baking Goods,34.89,STORE-DKU,30,,Tier_2,Standard Supermarket,831.77
row_06802,PRD-6JKLOQ,11.343,Low Fat,0.1749,Baking Goods,162.88,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1952.64
row_06803,PRD-TC2QWF,15.061,Regular,0.1693,Canned,189.02,STORE-DKU,30,,Tier_2,Standard Supermarket,2481.7
row_06804,PRD-6O0HUH,20.377,Regular,0.0153,Fruits and Vegetables,231.32,STORE-OYG,25,,Tier_2,Standard Supermarket,6360.91
row_06806,PRD-3A1DU1,5.835,Low Fat,0.1406,Household,175.37,STORE-JOR,34,,Tier_3,Corner Shop,513.3
row_06807,PRD-PKL0BL,,Low Fat,0.0149,SOFT DRINKS,142.91,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3194.53
row_06808,PRD-UDD467,8.836,Low Fat,0.029,DAIRY,151.46,STORE-OYG,25,,Tier_2,Standard Supermarket,3893.32
row_06810,PRD-KL6CEV,,Low Fat,0.1552,household,87.64,STORE-T5G,47,Small,Tier_1,Corner Shop,86.97
row_06811,PRD-BWWWTP,19.953,Low Fat,0.0899,Dairy,255.67,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2121.34
row_06812,PRD-PR2ESP,14.501,Low Fat,0.0205,HARD DRINKS,144.29,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2325.96
row_06814,PRD-N3QXKH,14.19,Low Fat,0.0922,Dairy,230.82,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3320.1
row_06815,PRD-7VMGGA,11.521,Low Fat,0.0376,Health and Hygiene,96.54,STORE-HL7,23,Medium,Tier_3,Superstore,2575.57
row_06816,PRD-PGW90J,13.864,Low Fat,0.0424,dairy,54.77,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1154.26
row_06819,PRD-1NG2QG,7.754,Regular,0.1546,frozen foods,154.09,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1482.48
row_06820,PRD-HXTPDP,9.945,Low Fat,0.1665,soft drinks,242.49,STORE-9RG,28,Small,Tier_2,Standard Supermarket,5171.58
row_06822,PRD-8KQGUY,7.756,Low Fat,0.0477,Household,120.32,STORE-JOR,34,,Tier_3,Corner Shop,120.04
row_06823,PRD-5CI6VG,15.929,Low Fat,0.0668,Dairy,140.85,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1835.43
row_06824,PRD-9JRSNV,,Low Fat,0.0354,soft drinks,166.93,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4076.15
row_06826,PRD-9YFZQL,,Low Fat,0.1036,Snack Foods,144.91,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3949.45
row_06827,PRD-X9X39I,10.03,Low Fat,0.1047,SNACK FOODS,112.66,STORE-HL7,23,Medium,Tier_3,Superstore,3480.32
row_06829,PRD-NVTANM,7.247,Regular,0.061,Fruits and Vegetables,131.82,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2334.64
row_06830,PRD-IQSUHA,,Regular,0.0,canned,160.54,STORE-T5G,47,Small,Tier_1,Corner Shop,307.57
row_06831,PRD-OQTFZN,12.196,Regular,0.1378,Fruits and Vegetables,190.94,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4209.81
row_06832,PRD-1RXIV4,17.588,Low Fat,0.0289,snack foods,165.91,STORE-OYG,25,,Tier_2,Standard Supermarket,4459.97
row_06833,PRD-DK2043,20.223,Regular,0.0149,Dairy,194.6,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3959.18
row_06835,PRD-FY9Z9U,,Regular,0.1887,Canned,106.82,STORE-T5G,47,Small,Tier_1,Corner Shop,202.45
row_06836,PRD-WTOOBM,17.28,Low Fat,0.0995,SOFT DRINKS,172.94,STORE-DKU,30,,Tier_2,Standard Supermarket,4522.26
row_06837,PRD-2WLNC8,8.588,Low Fat,0.0168,Household,195.68,STORE-OYG,25,,Tier_2,Standard Supermarket,4202.93
row_06839,PRD-25KFBO,19.663,Regular,0.025,FRUITS AND VEGETABLES,144.15,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1679.1
row_06840,PRD-OEQXOC,,Regular,0.0567,breakfast,50.94,STORE-T5G,47,Small,Tier_1,Corner Shop,48.73
row_06843,PRD-XMVMZH,,Regular,0.0488,meat,215.56,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,5474.97
row_06844,PRD-RH8H90,9.54,Low Fat,0.0234,health and hygiene,183.62,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3347.87
row_06845,PRD-SX50VK,,Regular,0.12,snack foods,37.86,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,407.05
row_06846,PRD-EWB9HJ,7.646,Low Fat,0.0371,health and hygiene,171.05,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4356.63
row_06847,PRD-YP5JO3,7.756,Regular,0.075,DAIRY,217.65,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3656.37
row_06848,PRD-6CJDKQ,18.316,Low Fat,0.0902,Fruits and Vegetables,192.14,STORE-HL7,23,Medium,Tier_3,Superstore,5034.52
row_06849,PRD-YHRDU3,,Low Fat,0.165,Household,159.04,STORE-T5G,47,Small,Tier_1,Corner Shop,323.6
row_06850,PRD-11CMKR,,Low Fat,0.0325,CANNED,181.76,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,8159.76
row_06851,PRD-90E4B0,9.042,Low Fat,0.0448,household,251.16,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1190.8
row_06853,PRD-TOTSN5,17.146,Regular,0.0527,Starchy Foods,44.9,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1771.43
row_06854,PRD-ZOID71,15.277,Regular,0.0859,fruits and vegetables,219.37,STORE-HL7,23,Medium,Tier_3,Superstore,2870.73
row_06857,PRD-4I42AF,7.341,Low Fat,0.1246,STARCHY FOODS,205.14,STORE-DKU,30,,Tier_2,Standard Supermarket,1009.15
row_06858,PRD-3VXDO3,7.568,Regular,0.0,Fruits and Vegetables,115.48,STORE-HL7,23,Medium,Tier_3,Superstore,1271.34
row_06859,PRD-4JP18M,17.78,Low Fat,0.0513,Snack Foods,125.26,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2713.41
row_06860,PRD-CDIT16,14.645,Low Fat,0.075,HOUSEHOLD,256.36,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,5145.61
row_06861,PRD-EGC2DP,6.974,Low Fat,0.0564,snack foods,211.41,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2161.41
row_06862,PRD-KDNQ4G,21.597,Low Fat,0.0189,snack foods,124.36,STORE-HL7,23,Medium,Tier_3,Superstore,3003.28
row_06863,PRD-9DBWQW,20.107,Low Fat,0.0412,Household,91.34,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2192.86
row_06864,PRD-N9CUWJ,9.55,Low Fat,0.0353,SNACK FOODS,243.78,STORE-DKU,30,,Tier_2,Standard Supermarket,2959.71
row_06865,PRD-V2AQNP,,Regular,0.2667,breakfast,162.91,STORE-T5G,47,Small,Tier_1,Corner Shop,339.59
row_06867,PRD-RUC70S,17.925,Low Fat,0.0127,household,164.31,STORE-DKU,30,,Tier_2,Standard Supermarket,2400.78
row_06868,PRD-97PPER,,Low Fat,0.0587,Fruits and Vegetables,176.35,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3224.26
row_06869,PRD-OF1GG2,13.728,Low Fat,0.0344,Snack Foods,182.71,STORE-HL7,23,Medium,Tier_3,Superstore,5211.27
row_06870,PRD-V5WMKZ,6.436,Low Fat,0.0621,BREAKFAST,129.54,STORE-AGY,45,Large,Tier_3,Standard Supermarket,267.56
row_06871,PRD-FIFS27,,Low Fat,0.0856,household,131.42,STORE-T5G,47,Small,Tier_1,Corner Shop,249.91
row_06874,PRD-8WJAI7,,Low Fat,0.064,snack foods,177.04,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4650.48
row_06875,PRD-ZM7AEF,4.503,Regular,0.0345,frozen foods,114.33,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2591.33
row_06876,PRD-6S601Z,11.425,Regular,0.121,frozen foods,97.71,STORE-OYG,25,,Tier_2,Standard Supermarket,2009.24
row_06877,PRD-VLHZZ3,10.279,Low Fat,0.1584,Frozen Foods,143.18,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2451.84
row_06878,PRD-BUK3XF,21.412,Low Fat,0.0206,Fruits and Vegetables,105.0,STORE-DKU,30,,Tier_2,Standard Supermarket,534.94
row_06879,PRD-XLTA8I,13.383,Low Fat,0.0975,Soft Drinks,142.67,STORE-JOR,34,,Tier_3,Corner Shop,287.74
row_06880,PRD-R04H5W,18.741,Low Fat,0.1247,HOUSEHOLD,195.31,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1980.76
row_06881,PRD-PR2ESP,15.123,Low Fat,0.0213,Hard Drinks,144.72,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3156.89
row_06882,PRD-G0OA3Y,,Low Fat,0.0265,Others,50.5,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,750.48
row_06883,PRD-0X3FG6,20.586,Regular,0.1002,FRUITS AND VEGETABLES,122.85,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2065.25
row_06884,PRD-NMIC1F,,Regular,0.0452,Snack Foods,102.81,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2328.27
row_06886,PRD-Z8TUBC,20.554,Low Fat,0.0216,HOUSEHOLD,78.13,STORE-HL7,23,Medium,Tier_3,Superstore,462.42
row_06887,PRD-U02KQN,19.468,Low Fat,0.0,health and hygiene,155.32,STORE-DKU,30,,Tier_2,Standard Supermarket,2549.61
row_06888,PRD-JH7XEX,7.105,Low Fat,0.0411,CANNED,83.55,STORE-DKU,30,,Tier_2,Standard Supermarket,799.11
